Department,Discipline,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,SP,W,EW,TotalCount
,,MATH   26,2846,ASADYAN A,6.0,6.0,5.0,3.0,,2.0,,,,,10.0,32
,,,2847,RAHNAVARD M H,6.0,11.0,1.0,5.0,2.0,,,,,,8.0,33
,,,2848,SOURY S,5.0,1.0,3.0,,3.0,2.0,1.0,,,,14.0,29
,,,2850,EVINYAN Z,7.0,5.0,1.0,1.0,4.0,,,,,,8.0,26
,,,4188,CHITGAR M H,1.0,8.0,6.0,2.0,1.0,,,,,,12.0,30
,,,4189,CHITGAR M H,1.0,6.0,3.0,4.0,,,,,,,22.0,36
,,MATH   26C,2851,ASADYAN A,,,,,,19.0,3.0,,,,10.0,32
,,,2852,SOURY S,,,,,,11.0,4.0,,,,14.0,29
,,,4190,CHITGAR M H,,,,,,15.0,3.0,,,,12.0,30
,,MATH   28,2853,WONG B L,4.0,9.0,7.0,3.0,2.0,,1.0,,,,5.0,31
,,,2854,LUI-MARTINEZ KR D,11.0,16.0,4.0,4.0,3.0,,,,,,2.0,40
,,,4191,GROLLMUS D P,3.0,2.0,,1.0,3.0,,,,,,12.0,21
,,MATH   31,2863,CHO M,5.0,1.0,4.0,1.0,4.0,,,,,,10.0,25
,,,2864,BRONIE B L,1.0,2.0,7.0,5.0,3.0,1.0,1.0,,,,13.0,33
,,MATH   32,2865,MIANO I A,6.0,6.0,5.0,4.0,8.0,2.0,,,,,8.0,39
,,,2866,TRAN C D,2.0,3.0,6.0,2.0,8.0,,,,,,6.0,27
,,MATH   50,2872,GIZAW A,6.0,7.0,2.0,2.0,1.0,,,,,,9.0,27
,,,2873,MIANO I A,2.0,6.0,6.0,4.0,5.0,,,,,,8.0,31
,,,2874,ROSS K R,2.0,7.0,4.0,,3.0,,,,,,7.0,23
,,,2875,MUSSELMAN M J,6.0,19.0,6.0,2.0,1.0,,,,,,1.0,35
,,MATH   54,2876,EDINGER G C,2.0,5.0,1.0,3.0,6.0,,,,,,15.0,32
,,,2877,BAYSSA B T,9.0,9.0,11.0,2.0,4.0,,,,,,7.0,42
,,,2878,TU W,1.0,,4.0,1.0,4.0,,,,,,24.0,34
,,,2879,CHAU E,1.0,,2.0,,6.0,,,,,,23.0,32
,,,2880,GRAVES L P,6.0,2.0,3.0,2.0,4.0,,,,,,16.0,33
,,,2881,GHARAMANIANS J,1.0,2.0,1.0,,2.0,,,,,,29.0,35
,,,2882,VENDLINSKI T P,3.0,3.0,7.0,,13.0,,,,,,8.0,34
,,,2883,RAHMANI S,7.0,11.0,6.0,,5.0,,,,,,11.0,40
,,,2884,EDINGER G C,3.0,2.0,6.0,3.0,6.0,,,,,,8.0,28
,,,2885,MCGRAW C K,3.0,5.0,2.0,3.0,1.0,,1.0,,,,9.0,24
,,,2886,XIE M C,5.0,5.0,10.0,3.0,6.0,,,,,,12.0,41
,,,2887,BAYSSA B T,3.0,5.0,5.0,1.0,6.0,,,,,,9.0,29
,,,2888,FOSTER M,1.0,2.0,3.0,3.0,18.0,,,,,,3.0,30
,,,2889,TU W,1.0,,,2.0,3.0,,,,,,30.0,36
,,,2890,SIMO A L,4.0,2.0,2.0,2.0,14.0,,,,,,7.0,31
,,,2891,GIZAW A,16.0,11.0,2.0,2.0,4.0,,,,,,6.0,41
,,,2892,GHARAMANIANS J,1.0,,1.0,1.0,9.0,,,,,,17.0,29
,,,2893,ASADYAN A,13.0,10.0,4.0,5.0,4.0,,,,,,6.0,42
,,,2894,HUANG C Y,21.0,12.0,7.0,2.0,3.0,,,,,,2.0,47
,,,2895,FOREMAN N J,5.0,9.0,7.0,1.0,5.0,,,,,,8.0,35
,,,2896,HANCOCK M D,3.0,1.0,4.0,1.0,8.0,,,,,,16.0,33
,,,2897,DABAGH SA M,4.0,6.0,5.0,2.0,10.0,,,,,,8.0,35
,,,2898,PETIKYAN G,13.0,6.0,2.0,,4.0,,,,,1.0,4.0,30
,,,2899,VENDLINSKI T P,9.0,6.0,4.0,2.0,,,,,,,3.0,24
,,,2900,LOPEZ J E,5.0,2.0,5.0,7.0,3.0,,,,,,12.0,34
,,,2901,CHAU E,4.0,4.0,4.0,2.0,7.0,,,,,,22.0,43
,,,2902,SIMO A L,5.0,8.0,3.0,1.0,9.0,1.0,,,,,12.0,39
,,,2903,HOWE J E,8.0,11.0,2.0,6.0,,,,,,,7.0,34
,,,2904,YANKEY K A,3.0,6.0,10.0,8.0,,2.0,,1.0,,,14.0,44
,,,2905,RAHMANI S,26.0,6.0,9.0,1.0,1.0,,,,,,5.0,48
,,,2906,DEAN C R,5.0,10.0,3.0,4.0,3.0,,,,,,10.0,35
,,,2907,DEAN C R,11.0,12.0,5.0,3.0,3.0,,,,,,6.0,40
,,,2908,DABAGH SA M,8.0,7.0,6.0,1.0,4.0,,,,,,19.0,45
,,,2909,JAHANGARD E,,1.0,,1.0,9.0,,,,,,16.0,27
,,,2910,MARTINEZ M G,15.0,3.0,,,1.0,,,,,,4.0,23
,,,2911,YEE D K,5.0,9.0,2.0,1.0,5.0,,1.0,,,,13.0,36
,,,2912,SMITH S P,10.0,3.0,7.0,2.0,3.0,,,,,,16.0,41
,,,2913,XIE M C,,1.0,5.0,,5.0,,,,,,16.0,27
,,,2914,SIMHAN S V,3.0,2.0,2.0,,9.0,,,,,,14.0,30
,,,2915,JAHANGARD E,1.0,2.0,2.0,,13.0,,,,,,12.0,30
,,,2916,HE F Y,8.0,5.0,2.0,2.0,5.0,1.0,,,,,13.0,36
,,,2917,PHUA N,2.0,2.0,2.0,,8.0,,,,,,17.0,31
,,,2918,EDINGER G C,3.0,4.0,4.0,4.0,1.0,1.0,,,,,10.0,27
,,,2919,FOSTER M,1.0,1.0,1.0,,12.0,,,,,,18.0,33
,,,2920,HANCOCK M D,2.0,4.0,3.0,3.0,6.0,,1.0,,,,16.0,35
,,,2921,NGUYEN D T,4.0,6.0,3.0,,8.0,,,,,,12.0,33
,,,3638,FORBES J,4.0,5.0,8.0,,7.0,1.0,,,,,20.0,45
,,,3649,FORBES J,7.0,5.0,1.0,,7.0,,,1.0,,,26.0,47
,,,3650,NGUYEN D T,1.0,2.0,1.0,,14.0,,,,,,6.0,24
,,,3700,YANKEY K A,1.0,8.0,5.0,3.0,,1.0,,3.0,,,13.0,34
,,,4196,PACHAS-FLORES W,,3.0,3.0,,9.0,,,,,,14.0,29
,,,4197,ESMAEILI AK,5.0,9.0,7.0,,4.0,,,,,,8.0,33
,,,4198,ESMAEILI AK,16.0,8.0,8.0,,2.0,,,,,,10.0,44
,,,4199,SASO M,1.0,5.0,3.0,2.0,7.0,,,,,,17.0,35
,,,4200,LOPEZ J E,10.0,8.0,7.0,2.0,7.0,1.0,,1.0,,,8.0,44
,,,4201,MARTINEZ M G,4.0,5.0,,,4.0,,,,,,17.0,30
,,,4202,XU M N,2.0,3.0,3.0,1.0,1.0,,,,,,16.0,26
,,,4203,PEREZ R E,30.0,6.0,3.0,,1.0,,,,,,5.0,45
,,,4204,PACHAS-FLORES W,3.0,4.0,5.0,,8.0,1.0,,,,,18.0,39
,,,4205,MARDIROSIAN R,21.0,8.0,3.0,5.0,,,1.0,,,,5.0,43
,,,4206,PEREZ R E,15.0,4.0,2.0,1.0,2.0,2.0,1.0,,,,7.0,34
,,,4207,HE F Y,9.0,4.0,1.0,6.0,2.0,,,,,,13.0,35
,,,4208,MARDIROSIAN R,17.0,9.0,6.0,,2.0,,,,,,6.0,40
,,,4210,SASO M,2.0,5.0,3.0,5.0,2.0,1.0,,,,,15.0,33
,,MATH   54C,2922,EDINGER G C,,,,,,8.0,9.0,,,,15.0,32
,,,2923,CHAU E,,,,,,3.0,6.0,,,,23.0,32
,,,2924,MCGRAW C K,,,,,,10.0,5.0,,,,9.0,24
,,,2925,RAHMANI S,,,,,,24.0,5.0,,,,11.0,40
,,,2926,EDINGER G C,,,,,,11.0,9.0,,,,8.0,28
,,,2927,VENDLINSKI T P,,,,,,13.0,13.0,,,,8.0,34
,,,2928,BAYSSA B T,,,,,,13.0,7.0,,,,9.0,29
,,,2929,FOSTER M,,,,,,6.0,21.0,,,,3.0,30
,,,2930,SIMO A L,,,,,,8.0,16.0,,,,7.0,31
,,,2931,FOREMAN N J,,,,,,21.0,6.0,,,,8.0,35
,,,2932,HANCOCK M D,,,,,,8.0,9.0,,,,16.0,33
,,,2933,DABAGH SA M,,,,,,15.0,12.0,,,,8.0,35
,,,2934,LOPEZ J E,,,,,,12.0,10.0,,,,12.0,34
,,,2935,HOWE J E,,,,,,21.0,6.0,,,,7.0,34
,,,2936,DEAN C R,,,,,,18.0,7.0,,,,10.0,35
,,,2937,XIE M C,,,,,,6.0,5.0,,,,16.0,27
,,,4211,JAHANGARD E,,,,,,1.0,10.0,,,,16.0,27
,,,4212,SIMHAN S V,,,,,,7.0,9.0,,,,14.0,30
,,,4213,JAHANGARD E,,,,,,5.0,13.0,,,,12.0,30
,,,4214,PACHAS-FLORES W,,,,,,6.0,9.0,,,,14.0,29
,,,4215,ESMAEILI AK,,,,,,21.0,4.0,,,,8.0,33
,,,4216,MARTINEZ M G,,,,,,9.0,4.0,,,,17.0,30
,,,4217,XU M N,,,,,,8.0,2.0,,,,16.0,26
,,,4218,PEREZ R E,,,,,,23.0,4.0,,,,7.0,34
Modern Lang/Cul,ARABIC,ARABIC  1,1174,BEZRATI S,27.0,,4.0,,,,,,,,3.0,34
,ASL,ASL      1,1249,COLE B M,18.0,3.0,,1.0,3.0,,,,,,8.0,33
,,,1250,LEWIS B J,12.0,3.0,1.0,,5.0,,,,,,9.0,30
,,ASL      2,1251,DANA M,8.0,6.0,2.0,,5.0,,,,,,11.0,32
,CHNESE,CHNESE  1,1486,WU X,9.0,2.0,3.0,3.0,1.0,2.0,1.0,,,,5.0,26
,,,1487,WU X,11.0,3.0,2.0,2.0,,3.0,,,,,5.0,26
,,CHNESE  2,4046,WU X,11.0,,1.0,2.0,,1.0,,,,,2.0,17
,FRENCH,FRENCH  1,2456,GARDNER MA,16.0,4.0,2.0,3.0,2.0,1.0,1.0,,,,6.0,35
,,,2457,POURABEDI M,11.0,4.0,8.0,2.0,6.0,,,,,,2.0,33
,,,4125,ISNER-BALL D R,13.0,7.0,3.0,,,3.0,,,,,8.0,34
,,FRENCH  2,2458,CHEVANT-AKSOY A,13.0,8.0,3.0,1.0,1.0,2.0,,,,,3.0,31
,,,2459,GARDNER MA,8.0,6.0,2.0,4.0,1.0,,,,,,5.0,26
,,FRENCH  3,2460,CHEVANT-AKSOY A,14.0,8.0,3.0,,2.0,,,,,,2.0,29
,,FRENCH  4,2461,CHEVANT-AKSOY A,9.0,4.0,2.0,1.0,,2.0,,,,,1.0,19
,GERMAN,GERMAN  1,2485,TANAKA D J,11.0,6.0,3.0,,,,,,,,9.0,29
,,,4131,GARDNER A,13.0,1.0,,3.0,2.0,1.0,,,,,5.0,25
,,GERMAN  2,4307,LASHGARI RENSEL M,11.0,2.0,,,,,,,,,2.0,15
,HEBREW,HEBREW  1,4144,ZWANG-WEISSMAN,13.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,,,6.0,33
,,HEBREW  2,4309,MARGOLIS F S,11.0,,1.0,,3.0,1.0,,,,,2.0,18
,ITAL,ITAL    1,2622,KEMITCH F A,14.0,5.0,4.0,,1.0,,,,,,6.0,30
,,,3490,LORENZI P,12.0,2.0,3.0,1.0,7.0,,,,,,3.0,28
,JAPAN,JAPAN   1,2623,JOHNSTON S K,2.0,6.0,4.0,3.0,3.0,,,,,,10.0,28
,,,2624,TSUBOI Y,11.0,8.0,7.0,1.0,,,,,,,8.0,35
,,,2625,TSUBOI Y,12.0,2.0,4.0,1.0,5.0,,,,,,10.0,34
,,,2626,KITAZONO Y,10.0,5.0,5.0,2.0,7.0,,1.0,,,,3.0,33
,,,2627,KROUPA R A,7.0,4.0,2.0,3.0,4.0,,,,,,6.0,26
,,,4146,COMRIE A K,13.0,7.0,6.0,,1.0,,,,,,5.0,32
,,,4147,TAKEMORI K,21.0,,,,,,,,,,6.0,27
,,JAPAN   2,2629,HASHIMOTO Y,15.0,2.0,3.0,,1.0,,,,,,4.0,25
,,,4148,KATO N K,13.0,1.0,,,1.0,1.0,,,,,8.0,24
,,JAPAN   3,2630,SAIGUSA Y,20.0,7.0,3.0,,2.0,,,,,,3.0,35
,,JAPAN   4,4149,TSUBOI Y,16.0,2.0,,,,,,,,,3.0,21
,,JAPAN   8,4150,KITAZONO Y,8.0,2.0,,,1.0,1.0,,,,,5.0,17
,,JAPAN   9,2631,NISHIJIMA R,20.0,11.0,3.0,,5.0,,,,,,3.0,42
,KOREAN,KOREAN  1,2729,LEE J M,7.0,5.0,1.0,,6.0,,,,,,10.0,29
,,,2730,CHA J,16.0,4.0,,1.0,2.0,1.0,1.0,,,,5.0,30
,,,4156,PARK JI,13.0,2.0,1.0,,,,,,,,12.0,28
,,KOREAN  2,2731,CHA J,12.0,8.0,1.0,2.0,1.0,,1.0,,,,2.0,27
,,KOREAN  3,4157,CHA J,14.0,8.0,3.0,,,1.0,,,,,4.0,30
,LING,LING    1,2736,THOMAS JA,12.0,1.0,3.0,,2.0,1.0,,,,,3.0,22
,,,2737,THOMAS JA,7.0,2.0,1.0,1.0,,,,,,,1.0,12
,,,2738,THOMAS JA,24.0,4.0,2.0,,2.0,,,,,,5.0,37
,,,2739,THOMAS JA,22.0,1.0,,,4.0,1.0,,,,,4.0,32
,,,2740,THOMAS JA,16.0,,,,,,,,,,4.0,20
,PERSIN,PERSIN  1,3492,POURZANGI B,24.0,2.0,,2.0,,,,,,,3.0,31
,RUSS,RUSS    1,4291,BAUCKUS S J,16.0,2.0,,,1.0,,,3.0,,,13.0,35
,SPAN,SPAN    1,3407,ERICKSON M P,6.0,6.0,6.0,1.0,3.0,1.0,,,,,7.0,30
,,,3408,ZARATE S,5.0,1.0,,,2.0,,,,,1.0,8.0,17
,,,3409,ERICKSON M P,7.0,6.0,6.0,3.0,2.0,1.0,,1.0,,,5.0,31
,,,3410,ERICKSON M P,7.0,9.0,1.0,2.0,,,,,,,7.0,26
,,,3411,MIZUKI A H,5.0,9.0,4.0,1.0,2.0,2.0,,,,,3.0,26
,,,3412,RINALDI F G,19.0,1.0,4.0,,1.0,,,,,,7.0,32
,,,3651,MELENDEZ-BALLES N,8.0,6.0,1.0,,8.0,2.0,,,,,11.0,36
,,SPAN    2,3413,MONROE M,12.0,5.0,4.0,,3.0,,,,,,1.0,25
,,,3414,CANDELARIA C,2.0,9.0,3.0,2.0,1.0,1.0,2.0,,,,7.0,27
,,,4293,NDOLEY M N,3.0,2.0,3.0,,2.0,1.0,,,,,2.0,13
,,,4294,ESPINAL J,13.0,9.0,5.0,,2.0,2.0,,,,,2.0,33
,,SPAN    3,3415,LEE CHAN A,14.0,2.0,3.0,,1.0,4.0,,,,,3.0,27
,,SPAN    4,3416,LEE CHAN A,17.0,5.0,1.0,,7.0,,,,,,2.0,32
,,SPAN   11,3417,LEE CHAN A,4.0,5.0,4.0,,2.0,,,,,,10.0,25
,,,3419,AREVALO L H,11.0,4.0,,1.0,6.0,,,,,,7.0,29
,,SPAN   20,3420,AREVALO L H,11.0,2.0,1.0,,8.0,,,,,,5.0,27
,,SPAN   31A,3421,MIZUKI A H,6.0,6.0,3.0,,2.0,,,,,,7.0,24
Music,MUSIC,MUSIC   1,2989,KIM J,9.0,3.0,4.0,1.0,8.0,,,,,,3.0,28
,,,2990,TAKESUE S A,14.0,2.0,2.0,2.0,9.0,1.0,,,,1.0,8.0,39
,,,2991,GLIADKOVSKAYA E,11.0,3.0,5.0,,,,,,,,6.0,25
,,,2992,BERGMAN J F,8.0,3.0,3.0,,4.0,,,,,,5.0,23
,,,2993,CHOU L,24.0,4.0,5.0,1.0,2.0,,,,,,5.0,41
,,,4225,KIM J,6.0,1.0,2.0,2.0,5.0,1.0,,,,,4.0,21
,,MUSIC   2,2996,SELVEY J D,6.0,2.0,1.0,,5.0,,1.0,,,,5.0,20
,,MUSIC   3,2997,DRISCOLL B S,5.0,9.0,3.0,,4.0,,,,,,1.0,22
,,MUSIC   4,3610,GOODMAN D B,4.0,2.0,,,,,,,,,6.0,12
,,MUSIC   5,2999,AGUIAR J A,13.0,4.0,2.0,,,,,,,,2.0,21
,,,3000,AGUIAR J A,7.0,3.0,1.0,,,,1.0,,,,2.0,14
,,MUSIC   6,3002,CHEESMAN J M,4.0,4.0,4.0,,1.0,1.0,,,,,6.0,20
,,MUSIC   7,3003,DRISCOLL B S,6.0,6.0,4.0,1.0,4.0,,,,,,1.0,22
,,MUSIC   8,3611,GOODMAN D B,5.0,1.0,,,,,,,,,6.0,12
,,MUSIC  13,3005,GOODMAN D B,12.0,,,,,,,,,,4.0,16
,,MUSIC  29,3006,ALVISO J R,9.0,7.0,1.0,2.0,1.0,2.0,,,,,9.0,31
,,MUSIC  30,3007,BERGMAN J F,7.0,8.0,,1.0,10.0,,,,,,3.0,29
,,MUSIC  32,3008,BERGMAN J F,17.0,6.0,1.0,1.0,8.0,,,,,,2.0,35
,,,3009,BERGMAN J F,8.0,6.0,2.0,,6.0,,,,,,3.0,25
,,,3010,BERGMAN J F,16.0,6.0,,,2.0,,,,,,5.0,29
,,,3011,GOODMAN D B,2.0,10.0,8.0,,2.0,1.0,,,,,3.0,26
,,,3012,GOODMAN D B,,6.0,2.0,2.0,2.0,1.0,,,,,7.0,20
,,,3013,TERRY L,5.0,6.0,1.0,2.0,13.0,1.0,,,,,10.0,38
,,MUSIC  33,3014,FIDDMONT F K,23.0,,1.0,,,,,,,,,24
,,,3015,TERRY L,9.0,1.0,4.0,1.0,7.0,,,,,1.0,3.0,26
,,,3016,TERRY L,12.0,4.0,1.0,,1.0,,,,,,4.0,22
,,,3017,FIDDMONT F K,29.0,3.0,,,2.0,1.0,,,,1.0,2.0,38
,,,3019,FIDDMONT F K,29.0,5.0,1.0,,2.0,,,,,,2.0,39
,,,3020,FIDDMONT F K,16.0,1.0,,,2.0,,,,,,3.0,22
,,,4226,ONEAL K A,27.0,,,,2.0,,,,,,2.0,31
,,,4227,ONEAL K A,26.0,,,,1.0,,,,,,2.0,29
,,MUSIC  36,3021,ZUSMAN S P,23.0,9.0,1.0,2.0,2.0,,,,,,4.0,41
,,,3022,PARNELL D J,15.0,2.0,,,2.0,,,,,,3.0,22
,,,4228,PARNELL D J,8.0,,,,2.0,,,1.0,,,3.0,14
,,MUSIC  37,3023,ALVISO J R,7.0,2.0,4.0,3.0,1.0,,,,,,6.0,23
,,MUSIC  42,4229,DE STEFANO J D,20.0,,1.0,,,,,1.0,,,,22
,,MUSIC  45,3024,GRAY G L,3.0,,,,,,,,,,,3
,,MUSIC  50A,3025,DE STEFANO J D,9.0,1.0,1.0,,,,,,,,5.0,16
,,,3026,DE STEFANO J D,1.0,4.0,,,,,,,,,5.0,10
,,,4230,SELVEY J D,6.0,1.0,,1.0,2.0,,,,,,6.0,16
,,MUSIC  50B,3027,DE STEFANO J D,8.0,1.0,2.0,,,1.0,,,,,1.0,13
,,,4231,SELVEY J D,2.0,,,,1.0,,,,,,3.0,6
,,MUSIC  53,4232,PREPONIS A,4.0,2.0,,,1.0,,,,,,1.0,8
,,MUSIC  55,4233,SELVEY J D,11.0,1.0,1.0,,1.0,,,,,1.0,3.0,18
,,MUSIC  57,4234,PARNELL D J,16.0,,,,,,,1.0,,,1.0,18
,,MUSIC  59,3029,SELVEY J D,10.0,1.0,,,,,,,,,1.0,12
,,,3684,SORENSEN K E,18.0,,,,,,,,,,,18
,,MUSIC  60A,3030,CHOU L,13.0,,,,1.0,1.0,,,,,3.0,18
,,,3031,CHOU L,12.0,2.0,1.0,,,,,,,,5.0,20
,,,3032,KOZLOVA YU V,7.0,2.0,,1.0,,,,,,,8.0,18
,,,3033,KOZLOVA YU V,5.0,,,2.0,,,1.0,,,,1.0,9
,,MUSIC  60B,3035,CHOU L,16.0,3.0,,,,,,,,,3.0,22
,,,3036,KOZLOVA YU V,7.0,2.0,1.0,,,,,,,,3.0,13
,,MUSIC  60C,3037,KOZLOVA YU V,6.0,,1.0,,,,,1.0,,,1.0,9
,,MUSIC  60D,3038,CHOU L,12.0,1.0,1.0,,,,,,,,1.0,15
,,MUSIC  61A,3039,CHOU L,11.0,1.0,,,,,,,,,,12
,,MUSIC  64,3040,KOZLOVA YU V,11.0,,,,,1.0,,,,,1.0,13
,,MUSIC  65A,4235,AGUIAR J A,10.0,,3.0,,,1.0,,,,,4.0,18
,,MUSIC  66,3041,TAKESUE S A,7.0,,,2.0,1.0,,,1.0,,,7.0,18
,,MUSIC  73A,3045,SMITH ME M,3.0,,,,,,,,,,5.0,8
,,MUSIC  73B,3046,SMITH ME M,7.0,2.0,,,,,,,,,1.0,10
,,MUSIC  76,4236,MC KEOWN K O,4.0,,,,,,,,,,,4
,,MUSIC  77,4237,MC KEOWN K O,14.0,,,,,,,,,,1.0,15
,,MUSIC  78,3048,SPANO A P,17.0,,,,,,,,,,1.0,18
,,,3049,WHALEY T L,18.0,,,,,,,,,,1.0,19
,,,4238,FIDDMONT F K,23.0,,,,,,,,,,1.0,24
,,MUSIC  84A,3050,HARMON J M,14.0,,,,,,,,,,2.0,16
,,,3051,CHEESMAN J M,12.0,,,,,,,,,,3.0,15
,,,4239,HARMON J M,14.0,,,,,,,,,,2.0,16
,,MUSIC  84B,4240,CHEESMAN J M,9.0,,,,,,,1.0,,,2.0,12
,,,4241,HARMON J M,8.0,,,,,,,,,,,8
,,MUSIC  84C,4242,CHEESMAN J M,4.0,,,,,,,,,,1.0,5
,,,4243,HARMON J M,4.0,,,,,,,,,,,4
,,MUSIC  87A,4244,CHEESMAN J M,15.0,,,,1.0,,,,,,4.0,20
,,MUSIC  87B,4245,CHEESMAN J M,1.0,,,,,,,1.0,,,,2
,,MUSIC  88A,3052,DRISCOLL B S,,,,,,,,,,,1.0,1
,,MUSIC  92,3054,DRISCOLL B S,29.0,3.0,1.0,,,,,,,,,33
,,MUSIC  94,3055,BAGG G,18.0,,2.0,,,,,,,,,20
,,,3056,BAGG G,12.0,,,,,,,1.0,,,,13
Noncredit,ESL,ESL    903,7018,BORGARDT M L,,,,,,1.0,,,,,,1
,,ESL    904,7068,DELLAPASQUA L C,,,,,,,,,1.0,,,1
,,ESL    906,7021,HOLMES W J,,,,,,1.0,,,1.0,,,2
,,ESL    913,7023,KAHN A B,,,,,,1.0,,,,,,1
,,,7024,TORREZ P J,,,,,,,,,,1.0,1.0,2
,,ESL    915,7070,HARVEY L,,,,,,2.0,,,1.0,,,3
,,ESL    963,7071,HOLMES W J,,,,,,1.0,,,1.0,,,2
,,ESL    965,7031,BORGARDT M L,,,,,,2.0,,,,,1.0,3
,,ESL    975,7033,DELLAPASQUA L C,,,,,,1.0,,,,,1.0,2
,,,7034,TORREZ P J,,,,,,1.0,,,,,,1
,,ESL    980,7035,MUMBA A I,,,,,,2.0,,,,,,2
Philosophy/Soci,ECON,ECON    1,1962,URRUTIA A Q,13.0,13.0,6.0,4.0,2.0,,,,,,5.0,43
,,,1963,URRUTIA A Q,15.0,3.0,1.0,1.0,1.0,,,,,,3.0,24
,,,1964,KESKINEL M,23.0,12.0,5.0,,3.0,,,3.0,,,3.0,49
,,,1965,KESKINEL M,25.0,16.0,3.0,,1.0,,,1.0,,,2.0,48
,,,1966,BATTISTA C,12.0,10.0,11.0,3.0,2.0,,,,,,3.0,41
,,,1967,BATTISTA C,10.0,8.0,9.0,2.0,6.0,,,,,,6.0,41
,,,1968,CHAN A K-C,9.0,7.0,10.0,4.0,1.0,,,,,,8.0,39
,,,1969,CHAN A K-C,5.0,6.0,5.0,7.0,3.0,,1.0,,,,9.0,36
,,,1970,CHAN A K-C,7.0,4.0,2.0,7.0,4.0,1.0,,,,,9.0,34
,,,1971,CARTER T D,28.0,8.0,4.0,1.0,,,,,,,3.0,44
,,,1972,GARCIA C P,8.0,5.0,2.0,3.0,22.0,,,,,,5.0,45
,,,1973,GARCIA C P,8.0,4.0,3.0,4.0,14.0,,,,,,10.0,43
,,,1974,GARCIA C P,7.0,5.0,2.0,2.0,22.0,,1.0,,,,5.0,44
,,,1975,GARCIA C P,7.0,6.0,7.0,2.0,14.0,,,,,2.0,3.0,41
,,,1976,BROWN B C,35.0,7.0,1.0,2.0,2.0,,,,,,3.0,50
,,,1977,SU B C,17.0,9.0,5.0,,1.0,,,,,,10.0,42
,,,1978,SU B C,15.0,10.0,5.0,,3.0,,,,,,9.0,42
,,,1979,MARSCHALL B A,23.0,4.0,5.0,,1.0,,,,,,3.0,36
,,,3695,GURTOVOY J,6.0,3.0,8.0,3.0,7.0,,,,,,8.0,35
,,ECON    2,1980,BATTISTA C,12.0,8.0,2.0,1.0,2.0,,,,,,,25
,,,1981,KESKINEL M,26.0,12.0,1.0,1.0,3.0,1.0,,2.0,,,1.0,47
,,,1982,BATTISTA C,6.0,8.0,13.0,5.0,5.0,,,,,,6.0,43
,,,1983,GURTOVOY J,12.0,8.0,4.0,3.0,4.0,,1.0,,,,12.0,44
,,,1984,MARSCHALL B A,29.0,6.0,4.0,1.0,1.0,,,,,,1.0,42
,,,1985,SU B C,13.0,13.0,3.0,,2.0,,,,,,12.0,43
,,,1986,BROWN B C,33.0,5.0,1.0,1.0,2.0,,,,,,1.0,43
,,,1987,BROWN B C,34.0,6.0,1.0,1.0,1.0,,,,,,5.0,48
,,,1988,CARTER T D,21.0,16.0,4.0,1.0,2.0,,,,,,2.0,46
,,,1989,GARCIA C P,7.0,3.0,3.0,4.0,17.0,1.0,,,,,6.0,41
,,,1990,GARCIA C P,3.0,3.0,3.0,,22.0,,,,,,7.0,38
,,,1991,GARCIA C P,1.0,4.0,2.0,4.0,21.0,1.0,,,,,7.0,40
,,,1992,URRUTIA A Q,14.0,8.0,5.0,1.0,9.0,1.0,,,,,6.0,44
,,,1993,CHAN A K-C,4.0,7.0,9.0,4.0,7.0,,,,,,5.0,36
,,,1994,CHAN A K-C,6.0,7.0,10.0,3.0,3.0,,,,,,9.0,38
,,,1995,GURTOVOY J,5.0,5.0,6.0,1.0,13.0,,,,,,3.0,33
,,,1996,BATTISTA C,11.0,5.0,6.0,5.0,4.0,1.0,,,,,5.0,37
,,,1997,BATTISTA C,6.0,9.0,3.0,1.0,4.0,,1.0,,,,11.0,35
,,ECON    4,3505,URRUTIA A Q,6.0,1.0,1.0,1.0,5.0,,,,,,4.0,18
,,ECON    5,1999,BERMAN DIANNE R,1.0,10.0,4.0,,2.0,,,,,,2.0,19
,,,2000,KANG K,11.0,2.0,1.0,,,,,,,,1.0,15
,,,3612,BERMAN DIANNE R,3.0,3.0,2.0,1.0,3.0,1.0,,,,,2.0,15
,,ECON   15,2001,ABDEL-RAHMAN A A,12.0,6.0,7.0,1.0,1.0,,,,,,2.0,29
,,,2002,ABDEL-RAHMAN A A,8.0,8.0,3.0,1.0,3.0,1.0,2.0,,,,1.0,27
,ENVRN,ENVRN   4,3508,URRUTIA A Q,11.0,4.0,,1.0,,,,,,,8.0,24
,,ENVRN  20,2363,HUFFAKER P,18.0,7.0,2.0,1.0,,,,,,,2.0,30
,GLOBAL,GLOBAL  5,2489,BERMAN DIANNE R,,2.0,2.0,,5.0,,,,,,4.0,13
,,,2490,KANG K,9.0,4.0,1.0,,,,,,,,1.0,15
,,,3613,BERMAN DIANNE R,2.0,5.0,2.0,2.0,2.0,,1.0,,,,3.0,17
,,GLOBAL 10,2491,MONTEIRO N,14.0,7.0,6.0,,3.0,,,,,,5.0,35
,HIST,HIST   15,2591,ABDEL-RAHMAN A A,,,,,,,,,,,3.0,3
,,,2592,ABDEL-RAHMAN A A,1.0,,1.0,,,,,,,,2.0,4
